ID	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29
miR-656	0	0	0	2	0	0	0	2	0	2	1	0	0	2	0	2	34	15	7	7	6	0	2	3	0	2	2	1	0	0	4	0	0	1	0	0	0	0	1	0	4	2	4	1	0	3	0	3	0	26	0	0	0	0	0	1	0	0
miR-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-660	28	25	41	296	48	9	1	87	18	372	131	134	76	13	3	566	221	247	1323	389	161	1089	48	68	93	1175	87	60	0	20	246	163	13	417	3	26	3	9	23	7	34	19	1180	62	11	53	4	205	2	1234	4	338	19	6612	68	99	17	0
miR-663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	97	1	0	2	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-664	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-665	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	4	2	3	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	9	4	0	0	0	3	0	4	0	0	0	0	0	0	0	0
miR-668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-671-3p	0	0	1	0	1	0	0	1	1	5	2	1	3	0	0	2	2	6	4	3	1	4	3	4	1	8	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	5	1	0	2	3	6	0	7	0	1	0	1	1	1	0	0
miR-671-5p	11	0	11	17	16	0	3	1	1	2	3	4	1	0	0	1	0	1	0	1	0	1	1	1	0	15	1	1	0	4	1	56	3	46	0	27	0	5	0	1	0	0	15	0	1	1	0	3	0	11	0	0	1	2	2	0	0	0
miR-675	2	1	1	2	1	1	0	9	0	32	2	2	7	7	0	2	10	5	9	36	18	31	5	0	1	34	17	2	0	0	2	1	0	1	0	1	9	0	6	1	0	1	13	20	1	0	0	1	4	16	5	7	1	1	1	0	0	1
miR-7	3	3	8	25	9	2	0	15	40	24	8	6	33	77	22	30	21	102	187	59	39	27	9	8	2	532	21	11	0	61	252	195	228	257	15	109	3	338	131	4	29	91	2285	85	397	164	79	203	11	2520	4	116	245	3321	84	910	38	8
miR-708	3	25	8	58	4	1	0	24	8	26	28	92	28	43	1	45	126	75	154	78	238	178	37	18	17	200	55	24	2	84	448	24	31	20	2	36	0	14	4	3	515	18	876	43	0	113	15	248	8	1576	0	213	0	12	99	221	3	0
miR-708*	0	2	0	3	2	0	0	4	0	7	9	14	13	0	0	28	47	27	30	32	15	47	9	4	7	63	12	7	0	3	5	4	1	3	0	2	1	0	2	2	8	4	45	6	0	2	2	11	1	32	0	17	0	9	5	3	2	1
miR-7-1*	1	2	2	12	0	1	0	19	5	16	6	11	20	3	0	51	69	50	43	67	37	89	8	5	0	45	18	12	3	3	30	17	7	4	1	3	0	10	6	0	5	5	137	8	2	25	1	39	0	136	0	8	0	6	6	44	0	1
miR-7-2*	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	1	0	1	8	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0
miR-744	2	11	10	46	44	1	1	46	0	28	14	52	108	18	2	27	69	78	155	40	45	31	51	13	6	324	29	7	0	9	29	15	7	16	1	8	1	4	6	6	16	7	266	12	0	6	0	18	3	180	1	11	0	75	20	36	0	0
miR-744*	0	0	1	0	1	0	0	4	0	4	1	5	3	0	0	3	9	10	4	3	1	3	1	0	0	7	2	3	0	0	2	0	0	1	0	0	0	1	0	0	0	0	27	3	0	0	0	2	0	16	0	0	0	3	1	2	1	0
miR-758	0	0	0	2	2	0	0	1	0	3	1	3	3	2	0	6	50	24	20	6	10	7	1	0	1	12	3	0	0	1	2	0	0	0	0	0	0	1	0	1	3	1	12	1	1	4	0	4	0	35	0	4	0	12	1	2	0	0
miR-760	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	5	0	0	0	0
miR-765	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	7	7	2	6	2	0	0	0	4	0	0	0	0	1	3	1	0	0	0	2	0	1	0	1	3	11	3	0	3	0	5	1	12	1	6	1	5	5	3	1	0
miR-766	0	0	0	0	0	0	0	0	1	1	0	2	3	4	0	1	0	12	10	3	2	0	0	2	0	5	2	1	2	1	6	1	0	1	0	4	0	2	1	1	5	0	20	7	2	7	0	21	0	32	0	1	0	0	5	8	0	0
miR-767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	2	2	0	0	0	0	0	0	0
miR-767-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
miR-768-3p	0	0	2	3	0	1	0	5	1	1	0	0	0	0	0	4	6	6	1	2	12	4	1	1	0	3	0	0	1	2	0	0	3	0	0	13	0	1	0	0	6	0	2	1	0	0	15	2	0	2	1	1	0	0	1	0	0	0
miR-768-5p	1	5	5	21	2	1	0	86	9	49	5	34	47	56	3	121	227	146	89	206	59	188	100	1595	10	90	63	101	0	1	28	8	2	10	0	5	2	21	6	0	47	15	148	45	5	63	2	52	4	116	0	61	10	14	12	30	8	0
miR-769-3p	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	2	3	0	2	0	0	0	0	4	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	11	0	0	2	0	1	0	5	0	2	0	14	2	0	0	0
miR-769-5p	1	3	5	5	7	1	0	3	0	4	8	6	6	3	1	11	16	7	15	6	13	7	4	5	6	39	0	1	0	3	4	0	3	2	0	7	0	0	0	0	2	0	37	5	1	11	0	15	0	42	0	33	0	33	15	19	1	0
miR-770-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-801	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	15	0	1	0	0	1	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
miR-873	4	3	26	36	102	0	0	0	1	1	4	11	4	0	0	17	10	2	37	16	3	25	2	13	1	1	0	1	0	0	1	1	0	5	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	3	0	0	0	53	0	0	0	0
miR-874	2	4	9	7	6	1	0	6	1	8	10	9	19	2	0	17	33	37	70	10	4	22	16	4	14	64	4	12	0	4	0	3	0	1	1	6	0	0	0	0	6	2	34	4	0	0	0	0	0	24	0	12	1	16	2	2	0	0
miR-875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-875-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0
miR-876-3p	0	0	2	12	21	0	0	0	0	1	4	11	2	0	0	10	9	6	20	2	1	11	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0
miR-876-5p	1	2	3	20	68	0	0	1	0	5	7	12	2	1	0	5	18	3	34	16	1	38	1	14	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	2	3	0	1	0	0	0	5	0	8	0	8	1	1	0	0
miR-877	1	3	5	13	2	0	0	19	6	11	1	9	39	33	4	27	44	44	89	67	99	65	6	14	3	67	22	6	1	3	46	6	2	4	2	12	3	37	10	5	49	11	195	33	4	13	3	69	0	114	3	78	0	302	66	104	14	2
miR-877*	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	3	0	0	0	0	0	0	6	0	0	0	8	5	1	0	0
miR-885-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	31	0	3	0	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
miR-885-5p	0	1	0	1	0	0	0	12	0	0	2	1	4	0	0	3	27	1	0	1	84	1	13	0	0	48	6	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0
miR-886-3p	0	0	3	2	7	0	0	1	0	1	5	3	3	0	1	2	2	5	26	3	2	2	0	3	0	8	1	2	0	7	2	1	3	0	0	8	0	0	0	0	3	1	107	2	1	2	1	11	0	90	0	4	0	0	9	3	0	0
miR-886-5p	2	1	0	6	22	0	0	3	0	5	2	22	32	6	0	4	9	23	103	12	12	5	2	3	3	23	5	7	4	12	9	22	10	0	0	22	0	1	3	3	24	61	273	58	4	7	1	20	9	299	2	27	2	30	69	57	33	0
miR-887	1	1	0	3	3	0	0	0	0	0	3	3	1	1	0	3	7	5	32	1	0	1	3	0	0	34	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	3	0	3	0	5	2	0	0	0
miR-888	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-889	0	0	2	1	1	0	0	3	1	4	0	0	4	1	0	4	40	29	18	9	2	12	0	5	0	16	2	1	0	2	5	4	0	1	0	0	0	0	3	0	4	1	14	3	3	1	1	12	0	35	0	1	0	14	1	2	0	0
miR-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-891a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-891b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-892b	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-9	1	5	7	16	10	0	0	33	2	37	61	10	6	6	1	36	210	191	35	133	70	436	8	7	14	83	45	20	0	0	81	109	4	8	0	3	0	3	2	3	23	5	1958	20	0	56	3	74	0	873	0	18	1	1091	3	54	1	0
miR-9*	0	3	0	3	3	1	0	7	0	11	3	3	2	4	0	11	65	29	12	22	55	36	3	1	8	52	7	2	1	1	83	7	3	3	0	5	0	5	4	1	24	1	313	2	0	38	2	68	0	159	0	29	1	888	6	39	0	1
miR-923	1	0	17	11	14	2	0	1	13	5	0	8	2	2	14	6	9	11	4	3	3	0	5	5	0	6	0	1	0	14	3	1	50	0	0	41	4	2	6	0	7	2	70	0	3	9	5	1	1	7	3	3	65	3	10	2	1	0
miR-92a	68	90	207	226	15	12	1	151	239	327	235	382	782	395	110	680	820	1422	1298	1408	1692	1058	354	71	118	1953	634	153	0	101	1823	131	78	628	4	180	14	379	68	63	459	137	14447	548	83	364	172	2712	7	4613	20	695	1271	458	4861	2658	17	1
miR-92a-1*	2	2	2	8	1	0	1	4	0	0	4	9	7	2	0	3	4	54	19	7	7	8	4	2	2	57	3	1	0	3	30	4	2	17	1	2	0	3	6	0	1	8	395	10	3	2	0	11	8	69	0	88	2	175	24	44	0	0
miR-92b	11	17	39	41	11	2	2	298	8	61	34	65	188	194	3	110	145	407	216	247	2658	163	234	20	5	520	363	336	0	29	333	15	14	24	2	29	2	109	49	4	89	11	867	147	19	140	83	852	0	570	5	58	60	57	238	311	2	0
miR-92b*	2	2	0	4	0	0	0	3	0	0	1	6	2	6	1	1	7	12	21	1	36	2	3	1	0	54	11	1	2	0	0	1	0	1	0	1	0	1	4	0	1	1	13	5	0	2	1	5	0	14	0	4	0	13	4	3	0	0
miR-93	10	18	126	95	47	6	4	42	43	102	47	74	61	16	4	136	117	191	285	110	35	204	47	28	0	404	51	27	0	36	133	211	4	344	4	53	1	48	2	0	27	15	1604	33	8	56	6	51	0	1304	0	229	1	241	53	230	4	0
miR-93*	2	5	7	6	4	0	0	7	2	14	19	10	10	7	1	13	29	32	43	18	18	29	8	5	6	62	6	5	0	8	65	5	3	19	1	44	4	16	0	0	7	15	774	32	2	3	2	23	0	408	1	106	0	77	40	86	6	0
miR-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
miR-935	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	1	3	0	6	3	1	0	1	1	1	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0
miR-937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
miR-938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
miR-939	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-940	0	1	1	0	0	0	0	1	1	0	0	3	0	0	0	0	1	9	5	0	10	0	0	1	0	4	2	0	1	2	4	0	3	1	0	6	3	6	0	0	4	0	54	1	0	2	1	8	0	32	0	8	1	10	11	13	0	0
miR-941	0	0	0	0	2	0	0	0	1	0	3	1	3	0	0	1	3	1	6	3	0	3	0	0	0	6	1	0	0	3	3	0	1	3	0	2	0	0	0	0	0	0	47	0	0	1	0	2	0	8	0	2	1	7	0	6	0	0
miR-942	0	0	0	1	1	0	0	1	0	4	0	2	0	0	0	3	4	8	6	1	1	0	0	0	0	7	0	2	0	0	7	0	0	1	0	2	0	0	0	0	1	1	58	1	2	5	0	3	1	40	0	7	1	1	0	8	0	0
miR-944	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	3	10	9	3	2	0	2	0	0	17	2	0	0	0	114	13	22	0	0	7	0	7	7	1	8	36	1985	54	27	1	7	79	0	506	3	8	58	2	17	462	18	0
miR-95	5	0	7	37	8	3	0	123	7	34	12	44	110	19	27	134	98	415	191	95	199	184	41	19	0	255	103	100	0	18	326	113	2	168	9	30	1	14	29	1	33	91	4312	110	6	32	8	129	1	2045	15	4	1	70	47	142	21	0
miR-96	0	2	1	3	1	0	0	4	18	7	0	1	0	22	7	1	5	30	34	4	39	8	17	0	4	30	4	5	0	7	117	7	9	15	0	18	0	51	2	1	30	3	509	13	1	64	9	23	5	370	0	112	1	253	44	62	0	0
miR-96*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	1	0	2	0	0	0	1	14	1	2	1	0	2	0	4	0	0	0	2	0	0	0	0
miR-98	17	12	53	474	39	8	0	150	61	342	256	266	298	107	9	1206	1038	958	1592	498	693	904	130	116	5	1068	177	54	14	86	542	127	51	114	4	49	0	50	46	28	157	22	1386	42	6	139	16	377	0	1461	4	142	3	439	174	340	1	606
miR-99a	344	364	933	1289	166	34	36	961	67	927	627	1621	1280	2631	40	2613	5455	3288	3840	7031	6294	9004	559	1377	416	5297	1121	461	430	38	7469	99	34	91	27	59	9	75	134	47	3535	64	6768	668	17	960	47	3874	3	1869	2	4607	40	76	336	1059	21	89
miR-99a*	6	12	17	24	8	0	0	24	3	8	14	35	39	14	2	63	83	76	109	234	56	197	11	31	8	95	16	21	0	1	90	5	5	3	1	1	0	0	5	7	48	4	598	23	2	22	1	24	0	92	0	53	2	1	8	19	0	0
miR-99b	24	92	97	154	88	7	3	160	11	182	93	421	441	120	20	848	891	756	984	1324	273	953	180	121	40	919	227	78	177	36	62	19	3	25	14	35	4	7	25	5	90	11	596	53	6	27	5	69	1	549	9	72	15	107	43	122	4	20
miR-99b*	3	0	3	4	6	0	0	5	0	4	4	4	2	1	0	12	13	15	32	12	5	12	0	5	4	39	1	2	0	4	9	5	1	1	0	15	0	0	1	1	1	0	59	1	0	3	1	8	0	50	0	6	0	29	6	12	1	0
Candidate-1-3p	0	0	0	1	0	1	0	1	1	0	0	2	1	0	0	4	6	8	2	7	0	5	1	0	0	6	2	1	1	0	2	1	0	0	0	0	0	0	0	1	2	0	4	1	1	1	0	0	0	5	0	0	0	2	2	0	0	0
Candidate-1-5p	1	0	2	1	1	0	0	0	0	0	1	0	4	1	0	2	1	0	4	1	1	9	0	0	0	7	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	18	0	0	0	0	4	0	7	0	2	0	16	2	0	0	0
Candidate-2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	112	0	0	2	0	0	26	2	0	0	0	0	0	15	0	1	0	0	1	1	2	4	1	0	16	0	0	0	0
Candidate-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	4	0	0	3	0	0	0	1	0	6	0	0	3	3	0	0
Candidate-4	0	1	4	1	2	2	0	78	2	36	5	5	43	4	3	101	23	40	26	124	90	88	17	11	30	43	10	59	0	1	12	6	3	2	0	19	1	10	1	0	10	3	80	11	1	39	1	66	2	100	1	50	0	45	22	42	3	0
Candidate-5	0	0	3	8	0	0	0	3	4	4	0	2	11	6	1	39	22	123	21	41	7	18	141	0	43	47	12	12	0	55	15	10	24	14	1	28	11	3	3	3	49	132	4523	58	85	98	22	44	392	1043	502	362	0	5107	28	164	197	0
Candidate-6	0	0	1	2	0	0	0	2	0	3	1	1	2	1	0	2	9	12	16	6	7	24	0	1	0	5	2	1	0	0	4	0	0	3	2	0	0	0	5	0	6	9	5	8	0	1	0	10	0	31	1	0	1	2	0	2	0	0
Candidate-7-3p	0	0	1	0	4	0	0	9	0	4	1	2	5	1	0	50	6	0	12	57	1	30	2	15	5	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	1	2	3	0	3	0	19	0	0	1	0	3	2	0	0
Candidate-7-5p	0	0	0	1	3	0	0	0	0	0	1	2	0	15	0	3	3	5	7	0	18	2	0	0	0	3	0	0	0	2	21	1	3	1	0	4	0	1	0	0	4	0	5	0	1	18	1	43	0	10	0	4	0	0	14	28	0	7
Candidate-8	12	4	23	5	2	1	0	22	19	5	3	37	152	47	2	32	48	179	70	121	21	44	66	16	6	53	30	29	12	29	6	6	62	3	4	62	4	43	2	1	45	2	265	39	19	80	123	79	16	59	2	35	0	7	59	60	7	9
Candidate-9-3p	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	3	0	0	3	0	0	9	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
Candidate-9-5p	0	1	0	0	0	0	0	0	0	0	0	0	1	11	0	1	1	1	1	5	0	1	0	8	0	2	3	2	0	3	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
Candidate-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate-11	0	2	0	0	0	0	0	0	7	3	0	0	2	3	2	3	11	10	6	7	3	3	2	0	8	6	4	3	0	0	1	0	0	2	0	0	0	0	3	0	0	0	15	1	0	2	0	2	0	10	0	2	1	0	5	1	0	0
Candidate-12-3p	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4	3	6	1	7	1	4	1	2	0	8	2	1	0	3	6	5	4	3	0	14	1	2	2	0	5	9	204	72	42	19	4	27	0	129	2	2	0	56	24	20	12	0
Candidate-12-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0
Candidate-13	0	1	1	2	1	0	0	10	0	11	3	11	18	8	1	42	64	42	22	50	9	58	6	5	2	30	9	1	3	0	8	1	1	0	0	4	0	0	4	2	6	2	61	7	0	22	0	19	0	30	1	4	0	11	5	23	0	0
Candidate-14	0	2	0	8	0	0	1	100	5	22	0	55	24	125	3	42	50	117	31	229	299	284	361	33	178	116	171	249	0	0	7	2	0	1	5	1	31	29	29	0	84	5	51	69	11	77	13	123	34	65	12	58	0	92	62	25	37	0
Candidate-15	4	9	0	2	0	0	0	12	3	3	0	20	13	4	0	2	28	491	5	14	3	15	4	63	1	9	70	11	5	0	4	4	0	3	6	0	1	0	58	0	1	1	279	468	54	1	6	1	1	44	9	0	0	1	1	4	15	0
Candidate-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	1	0	2	0	0	0	0	2	0
Candidate-17	0	0	0	3	2	0	0	5	0	4	1	6	4	3	0	5	28	12	7	11	4	15	0	4	2	11	4	2	0	1	3	2	0	1	0	0	0	0	0	0	0	0	24	2	3	5	0	1	1	16	0	1	0	1	1	5	0	0
Candidate-18-5p	0	8	5	6	1	1	0	4	1	3	4	18	17	15	3	16	50	55	33	23	13	14	6	6	1	72	7	3	0	2	29	2	2	9	0	3	2	2	0	0	3	7	205	19	0	5	5	19	0	89	0	4	0	35	12	27	1	0
Candidate-18-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0
Candidate-19	0	1	0	0	0	0	0	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate-20	0	2	0	1	0	0	0	4	0	3	2	7	5	1	0	15	16	7	13	9	2	13	3	4	0	32	4	4	0	0	1	0	0	2	0	0	0	0	0	0	1	0	7	0	0	1	0	1	0	3	0	7	0	6	3	0	0	0
Candidate-21-3p	2	1	6	2	13	0	1	22	3	5	6	3	19	6	1	7	8	26	38	26	13	26	11	4	10	90	4	20	0	4	10	30	4	45	0	12	1	7	7	6	2	13	188	43	11	13	4	33	6	111	3	23	3	215	23	31	11	2
Candidate-21-5p	1	5	1	6	7	0	1	4	2	3	0	3	0	12	0	0	14	11	57	11	7	19	4	3	3	53	3	0	0	3	4	12	10	24	0	11	0	3	0	0	6	1	222	8	0	3	0	24	4	140	1	26	2	64	1	12	1	9
Candidate-22	0	0	3	1	0	0	0	3	0	1	0	1	1	3	0	0	2	1	4	2	1	0	1	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	24	0	1	2	0	4	0	11	0	2	0	0	3	3	0	0
Candidate-23-5p	1	0	3	1	2	0	0	9	0	3	0	5	12	1	2	22	10	15	22	19	39	12	9	1	13	93	18	23	0	2	3	3	0	0	0	6	0	0	2	0	1	0	153	5	1	4	0	8	0	103	0	3	0	24	2	11	0	0
Candidate-23-3p	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0	1	3	0	5	6	1	1	1	0	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0
Candidate-24	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	1	3	0	0	2	3	1	1	1	1	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate-25-3p	1	2	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate-25-5p	0	0	5	0	1	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate-26-3p	2	2	4	2	0	0	1	1	0	0	1	3	14	2	0	17	96	27	8	42	5	23	4	0	4	20	7	0	0	1	1	2	0	2	1	0	1	0	18	0	5	1	5	23	1	2	0	10	4	13	2	4	1	2	1	3	1	0
Candidate-26-5p	5	26	15	1	3	0	0	1	1	1	2	6	64	59	2	4	14	47	9	84	14	16	6	3	7	32	1	1	5	9	12	1	1	1	0	7	0	3	8	0	95	1	10	7	0	5	1	28	0	6	0	17	3	0	37	47	0	22
